K00351.02,11442793,205.8768491323,7.7147227533,1.089,147.056867,11.9922,1.2,90.77,-54.21,5970,7568,8.663
K00350.01,11395587,12.6992244207,2.0238623327,0.971,177.23865,2.3748,1.027,90.77,-54.21,5970,7568,8.663
K00351.04,11442793,89.8775825644,2.6250095602,1.089,134.3,9.195,1.2,90.77,-54.21,5970,7568,8.663
K00351.05,11442793,8.5241853132,1.5329254302,1.089,139.52134,3.7454,1.2,90.77,-54.21,5970,7568,8.663
K00351.06,11442793,6.8509987145,1.2924665392,1.089,137.67164,3.812,1.2,90.77,-54.21,5970,7568,8.663
K00153.01,12252424,8.720937636,2.3158419958,0.768,139.71389,2.6766,0.693,90.88,-43.2,4728,6561,8.702
K00343.01,10982872,4.6652354115,2.7108739837,1.004,170.335759,3.3061,1.225,91.69,-55.22,5794,6368,11.41
K00343.02,10982872,1.9831351326,1.912398374,1.004,170.496204,2.5273,1.225,91.69,-55.22,5794,6368,11.41
K00250.01,9757613,12.4481886896,2.9390458716,0.537,170.39809,2.7096,0.537,91.92,-68.99,3879,4506,12.77
K00250.02,9757613,17.4832204325,2.7417247706,0.537,149.886479,2.0371,0.537,91.92,-68.99,3879,4506,12.77
K00250.03,9757613,3.5915808275,1.2566238532,0.537,136.26075,1.8717,0.537,91.92,-68.99,3879,4506,12.77
K00041.01,6521045,12.5763706524,2.3624421832,1.05,122.94682,6.3856,1.474,93.27,-61.67,5788,5957,11.36
K00041.02,6521045,6.758349063,1.3589269195,1.05,133.17797,4.4679,1.474,93.27,-61.67,5788,5957,11.36
K00041.01,6521045,12.2664227573,2.1487589398,1.05,122.94682,6.3856,1.474,93.42,-59.55,5788,4944,12.86
K00041.02,6521045,6.591787809,1.2360117796,1.05,133.17797,4.4679,1.474,93.42,-59.55,5788,4944,12.86
K00457.01,7440748,5.043694843,2.0638125282,0.827,174.299322,1.8806,0.799,93.55,44.1,5076,4292,7.898
K00148.01,5735762,4.9695950175,1.7855045872,0.856,124.061465,2.7361,0.873,93.58,-55.65,5192,5272,12.76
K00148.02,5735762,10.0618721457,2.5383119266,0.856,125.339418,3.2641,0.873,93.58,-55.65,5192,5272,12.76
K01052.01,5956342,17.8372093686,2.4834894614,0.881,143.33395,4.645,1.067,94.03,-62.81,5839,5495,10.23
K01052.02,5956342,7.1711061552,1.6328454333,0.881,132.17265,3.529,1.067,94.03,-62.81,5839,5495,10.23
K01052.03,5956342,71.0514139489,2.3368266979,0.881,125.881,7.358,1.067,94.03,-62.81,5839,5495,10.23
K00567.01,7445445,10.3090623969,2.6795847751,0.877,169.93115,3.3812,0.848,94.31,-56.3,5788,6166,10.76
K00567.02,7445445,19.5839669933,2.1923875433,0.877,176.8028,4.5038,0.848,94.31,-56.3,5788,6166,10.76
K00369.01,7175184,5.6790368614,1.615399361,1.072,174.42554,1.9531,1.431,94.88,-73.18,6070,5559,11.14
K00869.01,6948054,7.4605932896,2.6143579373,0.823,174.95037,2.7297,0.787,95.21,-47.56,5103,6026,10.21
K00869.02,6948054,36.1328159789,3.0943377149,0.823,201.2869,4.7865,0.787,95.21,-47.56,5103,6026,10.21
K00869.03,6948054,17.3919005905,2.3692618807,0.823,137.26594,2.2641,0.787,95.21,-47.56,5103,6026,10.21
K00115.01,9579641,5.4358085126,3.081147541,0.941,133.143089,2.9472,1.087,95.38,-62.3,5779,6324,10.12
K00115.02,9579641,7.1570226974,1.8759367681,0.941,139.00492,3.0014,1.087,95.38,-62.3,5779,6324,10.12
K00271.01,9451706,48.4710357942,2.3956723338,1.225,172.54736,7.0805,1.352,96.48,-63.38,6075,6053,10.02
K00271.02,9451706,29.2970598374,2.414992272,1.225,209.06737,7.0445,1.352,96.48,-63.38,6075,6053,10.02
K00869.01,6948054,7.3790401319,2.5138473341,0.823,174.95037,2.7297,0.787,96.92,-38.1,5103,5164,10.69
K00869.02,6948054,35.7378413266,2.9753739931,0.823,201.2869,4.7865,0.787,96.92,-38.1,5103,5164,10.69
K00869.03,6948054,17.2017864324,2.2781741465,0.823,137.26594,2.2641,0.787,96.92,-38.1,5103,5164,10.69
K00474.01,10460984,10.5373836679,2.9652941176,0.966,176.71834,3.0937,1.097,97.1,-60.57,5888,5152,11.37
K00474.02,10460984,27.9053812571,2.8191176471,0.966,134.7812,3.6233,1.097,97.1,-60.57,5888,5152,11.37
K00474.03,10460984,91.3466093464,4.4270588235,0.966,214.82879,6.923,1.097,97.1,-60.57,5888,5152,11.37
K00153.01,12252424,8.8982399874,2.3640067912,0.768,139.71389,2.6766,0.693,97.51,53.88,4728,4650,10.72
K00435.04,11709124,3.9016227503,1.4473267953,0.895,134.64964,2.9403,0.971,97.55,-57.77,5688,5495,11.74
K00435.03,11709124,32.7789032509,2.2771274913,0.895,161.22146,3.3613,0.971,97.55,-57.77,5688,5495,11.74
K00435.01,11709124,20.3870846826,3.8981335021,0.895,178.946396,5.5484,0.971,97.55,-57.77,5688,5495,11.74
K00433.02,10937029,325.6408715524,10.604080987,0.927,199.203375,12.2726,0.854,97.55,-57.77,5688,5495,11.74
K00435.05,11709124,61.809313609,2.9428978171,0.895,179.09948,7.509,0.971,97.55,-57.77,5688,5495,11.74
K00665.01,6685609,6.0741227536,3.5255712731,1.181,170.324046,4.1246,1.555,99.26,-57.01,5918,5483,11.49
K00665.02,6685609,1.6684918078,1.6844396083,1.181,133.5704,3.0792,1.555,99.26,-57.01,5918,5483,11.49
K01163.01,10468940,2.9735147569,1.8693711968,0.867,135.71829,1.771,1.002,99.29,-61.61,5359,5521,8.408
K00117.01,10875245,15.2676260085,2.7725733634,1.113,138.77799,6.0995,1.402,99.4,-65.59,5847,5260,10.63
K00117.02,10875245,5.0737507391,1.6309255079,1.113,138.60548,4.1654,1.402,99.4,-65.59,5847,5260,10.63
K00117.03,10875245,3.2918156235,1.4678329571,1.113,133.49863,3.5797,1.402,99.4,-65.59,5847,5260,10.63
K00255.01,7021681,28.6915759963,2.5840321898,0.531,189.824523,4.047,0.511,101.1,-59.73,3780,5176,11.05
K00546.01,12058931,20.4902513891,3.1383897316,1.18,170.19034,6.4415,1.092,101.6,-55.22,6246,4875,11.23
K01102.01,3231341,12.0093039849,4.0631397355,0.884,137.58782,6.221,1.24,101.7,-55.36,5896,6295,8.308
K01102.02,3231341,7.9310972302,3.3826624497,0.884,140.56811,5.073,1.24,101.7,-55.36,5896,6295,8.308
K01102.03,3231341,18.49922844,42.5742093157,0.884,144.74157,4.529,1.24,101.7,-55.36,5896,6295,8.308
K00416.01,6508221,18.7942033603,3.1579227696,0.826,185.84306,3.7965,0.738,102.3,-72.04,5176,5623,11.72
K00416.02,6508221,91.0969475015,3.0348868176,0.826,153.77974,4.539,0.738,102.3,-72.04,5176,5623,11.72
K00152.01,8394721,50.2078122134,6.9244456318,1.101,158.744665,8.6388,1.324,103.8,65.45,6198,6252,7.55
K00152.02,8394721,26.4117470283,3.5204114347,1.101,133.6284,6.8491,1.324,103.8,65.45,6198,6252,7.55
K00152.03,8394721,12.997129671,3.2876569597,1.101,136.61808,5.0197,1.324,103.8,65.45,6198,6252,7.55
K01805.01,4644952,6.6321340972,2.9421087979,0.875,137.5437,1.8899,0.88,104.6,54.1,5527,5105,10.6
K01805.02,4644952,30.3662798257,2.0674278039,0.875,134.8645,3.856,0.88,104.6,54.1,5527,5105,10.6
