K07041.01,8443812,0.79,8.361373200,0.7100,139.2515000,3.64900,0.7770,15.122
K07641.01,2984990,1.36,3.794372770,0.8770,132.1265000,2.28900,1.5070,14.816
K08241.01,12647757,7.67,490.639410000,1.5130,561.5837000,16.50000,4.8170,13.227
K00042.01,8866102,2.43,17.833678340,1.2080,181.2339430,4.51120,1.3370,9.364
K00242.01,3642741,5.53,7.258450123,1.0060,138.3446910,5.72970,0.9200,14.747
K00442.01,3745690,2.17,13.540574610,0.9180,171.6776200,4.46730,1.0140,14.002
K00542.01,11669239,3.28,41.885443300,0.8750,178.6919000,6.76300,1.0280,14.350
K00842.01,5794379,2.31,12.718098660,0.6700,175.3552600,3.09570,0.6860,15.389
K00942.01,9512687,2.90,11.515171670,0.9100,174.8585500,2.00600,0.7980,15.386
K01142.01,8288947,1.58,3.755742670,0.8840,133.4333000,2.29110,0.7880,15.764
K01242.01,6607447,8.48,99.644278300,1.0490,283.2362890,5.17720,1.0160,13.750
K01342.01,4275721,1.29,3.773598710,0.8680,134.0701300,2.72820,0.9690,14.207
K01442.01,11600889,1.13,0.669310092,0.9770,134.1313880,1.62740,1.0030,12.521
K01842.01,7779077,3.08,16.841833550,0.9410,137.9944300,2.61940,1.0090,14.306
K01942.01,2832589,2.67,10.849694770,0.8690,136.7443200,3.47400,0.7780,15.409
K02042.01,9111849,17.80,63.073224100,2.3820,191.2532000,5.39700,6.3540,13.089
K02242.01,9336200,1.94,1.755843555,0.9280,133.1550900,1.94250,0.8290,15.758
K02342.01,10212441,1.51,15.044709800,0.8990,133.2089500,5.82300,1.5250,13.037
K02442.01,11080405,1.95,25.193398900,0.7970,146.4301000,4.62000,0.8400,15.629
K02542.01,6183511,0.67,0.727331746,0.3850,132.3700700,0.83230,0.3560,15.527
K02742.01,5980208,0.91,0.789160884,0.6100,131.5054500,0.92680,0.6220,15.031
K02842.01,8733898,1.73,1.565412613,0.3280,132.9128100,0.75720,0.3280,16.257
K02942.01,4385148,1.98,13.843012280,0.9280,139.9533400,4.07700,0.8370,15.480
K03042.01,8695311,1.91,31.025948900,1.0480,158.5632000,5.69200,0.9690,15.959
K03142.01,3752110,2.21,27.943024500,1.3130,136.8697000,6.12500,1.2500,15.243
K04242.01,9514372,1.82,145.786556000,0.9050,215.0441000,4.89100,0.9500,14.410
K04442.01,11124436,2.53,13.948219700,1.2910,132.7505000,7.68600,2.3460,14.305
K04742.01,4138008,1.30,112.303136000,0.6130,230.4383000,5.86900,0.5950,14.976
K05842.01,10933306,1.85,57.774937300,1.1480,154.2915000,4.73100,1.0970,14.753
K06342.01,3547178,0.83,8.177075100,1.0170,136.8217000,4.60800,1.2090,12.419
K07842.01,7601665,0.70,3.111415140,1.1690,132.4992000,3.07400,1.2730,13.396
K08242.01,3629119,1.36,331.554590000,0.8920,237.2754000,5.35000,0.8010,14.066
K00046.01,10905239,5.64,3.487688776,1.0740,170.9322170,3.83661,1.5930,13.770
K00246.01,11295426,2.21,5.398752862,0.9970,173.8586660,3.43030,1.1980,9.997
K00346.01,11100383,2.62,12.924898030,0.8250,170.7867900,2.68110,0.7680,13.524
K00446.01,4633570,2.27,16.709206280,0.6560,174.7541700,2.70520,0.6680,14.427
K00546.01,12058931,3.28,20.684207720,1.1800,170.1903400,6.44150,1.0920,14.896
K00746.01,10526549,2.47,9.273581730,0.6760,173.2581550,3.28750,0.6960,15.302
K00846.01,6061119,13.84,27.807566216,0.8650,186.7135520,4.21587,0.7850,15.482
K01146.01,8351704,0.74,7.097121240,0.4000,136.3451400,2.10590,0.3890,15.649
K01246.01,6441738,5.74,19.037234420,1.0170,148.5505700,3.38820,2.8920,14.898
K01546.01,5475431,11.92,0.917568975,1.0100,133.9324190,2.06540,0.8930,14.456
K01646.01,11046025,0.99,3.720207080,0.7600,133.4168400,1.89200,0.7970,14.293
K01746.01,8197343,2.41,11.791612340,0.9620,134.5406400,3.03600,1.1990,14.941
K01846.01,9886255,3.79,105.956681500,0.8910,182.0512700,6.99880,0.8000,15.795
K01946.01,10844890,2.76,8.294828110,0.9670,133.5020100,2.74370,0.9390,14.469
K02046.01,10663396,3.26,23.899007500,1.1150,151.3984700,15.95500,1.9300,13.153
K02146.01,6774537,1.48,2.949029106,0.7710,133.1383200,2.03110,0.8070,15.333
K02246.01,9458343,1.33,11.895204360,0.9230,132.8908000,3.43300,0.9920,14.152
K02346.01,8561231,2.69,28.685321200,0.9300,159.8709400,6.30700,0.8380,15.658
K02946.01,9642292,1.93,15.140891600,0.9780,143.7458400,4.35900,0.8870,15.679
K03146.01,10908248,1.62,39.859505000,0.9840,154.7616000,7.98700,1.2920,14.131
K03246.01,9885417,0.78,0.689967868,0.8140,131.6349800,1.16880,0.7260,12.411
K03346.01,11241912,1.53,14.427350880,1.0000,138.8402400,4.85700,1.0400,13.359
K03946.01,8636434,3.28,308.544422000,1.2520,296.0738000,18.50300,1.3490,13.215
K04146.01,10000941,0.80,3.504723440,0.7980,133.7222500,1.94640,0.8540,13.632
K04346.01,9509343,1.21,6.392697780,0.8440,135.6101000,2.13800,0.9430,14.930
K04446.01,10329196,2.99,85.756791900,1.0830,162.7191400,5.69500,2.2130,12.429
K04546.01,5033823,72.36,0.741768294,1.5660,131.5774700,0.41640,3.1470,13.469
K06246.01,11856178,1.48,9.133150620,1.0410,139.9861000,2.15570,0.9640,11.767
K06546.01,5263167,1.03,3.394019630,1.0360,134.3716400,2.98400,1.0290,15.420
K06646.01,6019971,1.38,7.135663300,0.7630,135.0964600,1.78900,0.7930,15.125
K06746.01,6628926,7.27,2.564012541,1.0240,134.2733914,0.94330,1.4280,14.121
K07446.01,11455795,14.59,1.057335679,0.6680,131.7920070,1.57950,0.6830,15.414
K07746.01,5881307,2.27,393.956080000,1.0560,388.3294000,13.89000,0.9890,15.622
K07846.01,7671950,1.28,10.599460600,1.1610,134.8329000,9.48400,1.0690,15.284
K08046.01,11182706,50.93,384.377060000,1.5940,309.2080000,15.13900,12.0230,12.656
K08246.01,4446859,1.58,425.649710000,0.9340,284.3479000,11.07000,1.1950,13.855
K00049.01,9527334,2.74,8.313773040,1.0650,175.9913700,2.96400,0.9510,13.704
K00149.01,3835670,4.32,14.557308970,1.0480,145.0950120,7.76430,1.4120,13.397
K00249.01,9390653,1.57,9.549277089,0.3960,175.7571830,1.58320,0.3690,14.486
K00349.01,11394027,2.54,14.386825670,0.9440,170.4550490,2.14170,1.0720,13.586
K00649.01,5613330,2.71,23.449704940,1.3300,182.9229500,8.65670,1.5240,13.310
K00749.01,10601284,2.55,5.349553819,0.8310,171.8069400,3.02780,0.9100,15.416
K00849.01,6276477,2.47,10.355331160,0.8910,170.9372900,3.17750,0.9180,15.018
K00949.01,9766437,3.24,12.532482220,0.9910,170.7653500,4.01680,0.9040,15.485
K01649.01,11337141,1.75,4.043552450,0.5730,131.6299500,1.96500,0.5320,14.963
K01749.01,6786348,2.20,26.964501000,1.0210,145.3442600,3.79200,0.9050,15.789
K01849.01,9735426,2.94,8.088016630,0.8700,138.7351600,1.83340,0.8740,14.624
K02049.01,9649706,1.68,1.569066598,1.0540,133.0403200,2.78030,1.3950,13.930
K02149.01,10617017,1.87,13.151402230,1.2870,144.1623700,5.43900,1.6360,12.071
K02449.01,12208631,3.41,53.358044400,0.9150,138.3849800,6.81200,1.0360,15.114
K02649.01,6842682,1.20,7.561261520,0.9900,135.6368000,2.85100,0.8950,14.640
K02849.01,10064256,1.02,5.959586370,1.0120,135.0082200,2.89900,0.9000,14.520
K02949.01,6026737,1.04,10.174703700,1.0160,132.3605000,5.17900,1.3390,13.313
K03049.01,6263593,1.21,22.476595200,0.5920,136.8233600,3.43700,0.5670,15.037
K03349.01,8636333,2.24,82.175197000,1.0220,197.2018700,8.66400,0.9540,15.292
K03849.01,8949316,23.28,0.604358764,0.4390,131.6857700,1.04230,0.4270,16.182
K04149.01,10875007,1.71,9.546992160,1.2610,140.1581900,5.06300,1.2320,14.718
K04549.01,6523058,1.16,2.048158200,0.9550,132.1767900,1.89900,0.8600,15.980
K04649.01,4750669,1.20,3.384198920,0.8880,131.9355000,1.48500,0.7950,15.446
K04749.01,6520519,0.97,1.976500730,1.0150,132.9562400,1.78800,0.9230,15.608
K04849.01,2976017,0.62,3.199380750,0.7790,133.0111600,1.76100,0.7020,14.261
K05149.01,5283728,1.33,43.681309000,0.9230,168.9218000,12.37000,0.8290,15.649
K05249.01,6203955,1.25,19.453429600,1.0660,139.3373000,4.87300,1.0150,14.518
K05449.01,7941635,41.02,0.762724045,0.8540,131.6508020,1.98818,0.9760,14.500
K06849.01,7217088,1.88,12.544742430,1.0150,139.5830400,1.24000,1.1590,15.082
K07749.01,5888187,1.89,133.634820700,0.8340,236.3516300,1.58400,0.9180,13.623
K07849.01,7778664,0.84,5.026381500,0.8850,135.5595000,4.38400,0.9620,14.877
K07949.01,9604563,0.62,1.001916708,0.8210,132.4703300,1.25600,0.7340,14.985
K08249.01,4572728,1.96,309.191789000,1.0950,326.2209000,11.39200,1.7540,12.746
K00063.01,11554435,5.73,9.434141710,0.9430,177.8434600,2.81120,0.8860,11.582
K00163.01,6851425,2.08,11.119902800,0.8160,139.7535240,3.37590,0.7660,13.536
K00463.01,8845205,1.55,18.477626940,0.2710,185.2690610,1.94000,0.2830,14.708
K00563.01,6707833,2.70,15.284677250,1.0450,175.6234500,6.07680,1.3740,14.519
K00663.01,6425957,1.37,2.755637216,0.5700,170.8458540,1.85590,0.5530,13.506
K00863.01,6784235,2.62,3.167893418,1.0260,172.1479590,2.18140,0.9400,15.533
K01163.01,10468940,1.92,2.936527336,0.8670,135.7182900,1.77100,1.0020,14.968
K01363.01,6936909,2.18,3.546531809,1.0930,134.9012700,2.27460,0.9860,15.934
K01563.01,5219234,3.24,5.487114410,0.8230,356.0773000,2.93000,0.7870,15.812
K01863.01,11126381,2.71,33.788802800,1.1220,153.6538400,5.49600,1.0620,13.631
K01963.01,10917681,2.55,12.896235540,1.0050,136.8269700,2.62500,0.9230,14.107
K02063.01,7449541,1.56,3.007250680,0.8730,131.9048400,4.43020,0.7810,15.620
K02163.01,11358389,1.76,10.664895140,1.0370,132.0087200,3.15900,1.0210,14.651
K02263.01,8613535,1.91,29.968591700,1.1300,147.8598000,6.67800,1.0760,14.456
K02363.01,7987866,0.97,3.138776460,0.6840,133.6561400,1.66630,0.7220,14.364
K02463.01,12454461,1.04,7.467189580,1.2510,136.3934800,3.63300,1.1690,12.770
K02563.01,5175024,1.34,23.477255300,1.0460,145.3641000,6.73500,1.1210,13.973
K02663.01,7762723,0.68,9.887366420,0.9110,139.5278100,4.23000,0.8160,13.461
K02963.01,8760040,1.78,18.220602400,1.1170,141.3760700,5.10900,1.2620,14.544
K03063.01,10924562,1.94,18.605204600,1.2980,149.0376000,6.82900,1.2380,15.665
K03263.01,11853130,7.71,76.879358930,0.4670,146.8824510,2.38190,0.4360,15.949
K03363.01,11651712,1.69,14.532605460,1.0190,140.4685000,2.42120,0.9320,13.785
K03463.01,5294945,1.42,32.547429500,0.9950,133.6742000,6.94500,1.0610,14.564
K03663.01,12735740,8.98,282.525355800,0.9740,363.0719250,10.79650,0.9130,12.620
K04363.01,9776794,7.45,18.222117680,0.8620,553.0664600,2.04400,0.9580,16.084
K04463.01,6197344,1.52,36.761401100,0.7890,137.7551000,15.98200,0.8230,15.598
K04563.01,10585749,1.70,54.333582000,0.9200,144.7536000,10.54500,1.2210,14.487
K04663.01,7515336,0.74,5.656902810,0.9860,131.5761000,3.58300,1.3200,12.715
K04763.01,8349399,1.57,56.446465000,0.9880,170.5900000,7.37100,1.1170,14.046
K04963.01,3101178,1.65,59.403783900,0.9610,159.8035600,10.04100,1.2090,11.679
K05563.01,8715589,3.80,7.622103970,1.3120,138.6523100,1.90200,3.1620,13.629
K05663.01,9391817,1.52,140.884533000,1.0870,243.1411000,10.24500,1.2130,13.060
K06263.01,2301068,3.33,8.609653520,1.8300,134.3882900,2.21800,4.2330,12.765
K06763.01,6763884,0.56,2.446938230,1.0220,133.0009200,0.95400,1.0330,12.160
K06863.01,7350067,0.95,4.485592150,0.1690,135.4317200,0.81610,0.1930,15.737
K07863.01,8107150,0.52,5.244915600,0.8620,136.0365000,8.36700,0.8780,13.695
K08063.01,11714107,2.11,405.354570000,0.9200,311.8000000,10.77800,0.9060,15.328
K08163.01,8708961,119.96,370.982530000,0.9990,308.2287000,17.84000,1.6300,13.936
K08263.01,6356506,2.17,280.555440000,1.1290,308.0323000,12.75700,1.0780,15.160
K00064.01,7051180,10.35,1.951082219,1.2580,157.5431600,1.69750,2.4260,13.143
K00464.01,8890783,7.02,58.362057910,0.9730,196.5554050,6.33630,0.9530,14.361
K00564.01,6786037,2.75,21.053499390,1.0180,171.9245700,7.16050,1.2470,14.854
K00664.01,6442340,1.85,13.137477850,0.9820,170.2278600,4.86550,1.1430,13.484
K00764.01,11304958,5.50,41.439586620,0.9300,208.9320300,10.59890,1.0460,15.400
K00864.01,6849310,3.11,4.311780262,0.9560,173.5764830,2.72510,0.9270,15.604
K01064.01,8218274,67.35,1.187352427,1.2430,133.4654540,4.99900,1.4890,13.623
K01264.01,8612847,3.02,14.131753090,0.9070,142.2604400,4.01360,0.8220,15.762
K01364.01,6962977,2.26,20.834149700,0.8210,186.0392100,4.52200,0.8080,15.956
K01564.01,5184584,5.82,53.449444980,1.1140,149.2018500,5.30910,1.0000,15.287
K01764.01,11904734,7.25,12.681733929,0.6770,132.6825190,1.68660,0.7010,15.303
K01864.01,4149450,1.54,3.215109385,0.9420,133.7774700,4.36500,0.9340,13.405
K01964.01,7887791,0.60,2.229326354,0.9140,133.0942300,1.99460,0.8650,10.687
K02064.01,2579043,2.17,6.312191710,1.1240,136.9331500,4.93770,1.0750,14.959
K02164.01,7204981,1.65,5.123320400,0.8720,132.0847200,2.74660,0.9820,15.162
K02264.01,12256520,1.51,33.240798500,0.9280,143.4668300,4.67500,0.8270,14.477
K02564.01,9026749,4.96,66.557672800,1.6480,181.3241000,10.53200,3.4050,14.074
K02664.01,5562090,2.66,28.843175100,0.7580,143.8230700,3.17100,0.7850,15.652
K02764.01,10073672,1.19,2.252976718,0.5830,132.2395700,1.71310,0.5590,15.794
K02964.01,10098844,1.61,47.449713400,1.0420,173.4565000,10.67500,1.1260,14.089
K03264.01,9345933,1.36,13.015182600,0.6320,134.7469700,3.61300,0.6430,15.961
K03864.01,4164922,0.99,1.210693626,0.7560,132.3930600,1.43400,0.7560,12.914
K04364.01,7427764,1.22,4.563836970,0.8480,132.2606800,2.27100,0.8610,15.448
K04464.01,11357664,1.23,4.373570433,0.6270,133.8281400,0.62300,0.6400,15.194
K04764.01,6043562,1.45,31.420211100,0.8220,132.7457000,4.02100,0.7480,15.809
K05964.01,12300524,0.85,32.033211000,1.1080,146.8143000,5.28900,1.0050,13.186
K06164.01,7835312,1.84,29.512615300,1.0270,134.7234000,6.31400,1.3510,15.334
K07764.01,6124137,2.83,227.834570000,1.1430,238.7643000,21.59000,2.1930,13.845
K00070.01,6850504,2.99,10.854095934,0.8760,138.6080310,3.77680,0.9250,12.498
K00270.01,6528464,1.53,12.582298080,0.9110,175.0212900,6.37500,1.4230,11.411
K00370.01,8494142,3.61,42.882479510,1.2400,203.6483000,9.74710,1.7630,11.931
K00470.01,9844088,4.61,3.750832927,1.0680,171.1516960,1.94570,0.9500,14.749
K00670.01,7033671,2.16,9.489655270,1.0050,171.9260400,3.58700,1.2040,13.774
K00870.01,6949607,1.73,5.912273234,0.5860,172.1840120,2.32540,0.5700,15.036
K01070.01,8240904,2.98,6.618363090,0.9470,360.3669400,3.68130,1.2940,15.590
K01170.01,10482160,1.84,7.343739640,0.8650,137.2987400,1.17840,0.7620,14.657
K01270.01,8564587,2.41,5.729317577,0.8820,138.5599710,1.18160,0.7860,14.809
K01370.01,6924203,1.69,6.883376100,0.8860,135.2652200,2.27020,0.7940,14.931
K01470.01,9480310,4.30,15.434009960,1.0650,363.2949400,4.25720,0.9510,15.703
K01570.01,8082001,3.31,6.338559460,1.1320,354.8510400,3.46170,1.0300,15.182
K01870.01,10187159,2.44,7.964314920,0.8310,136.8164600,1.53420,0.9100,14.425
K01970.01,9650808,2.57,21.964016460,0.9370,133.0358600,2.75090,0.9580,15.378
K02370.01,5385304,7.76,78.732702300,1.5810,168.7292600,5.04100,2.7630,13.003
K02770.01,10917043,2.11,205.385912000,0.6460,284.1882400,8.68100,0.6240,15.558
K02970.01,5450893,1.08,4.820510880,1.0240,135.7854100,3.58800,1.3960,12.861
K03370.01,11657614,1.52,24.352541000,0.7760,147.1949000,2.78200,0.8050,14.779
K03470.01,9995771,1.61,15.061783500,1.0240,140.1111000,6.31000,1.1580,15.386
K03770.01,5008245,7.31,2.607208330,1.2570,131.8484400,2.64520,1.2360,14.103
K04570.01,4060229,2.13,35.017505300,0.9050,139.8496000,3.60800,1.1230,14.638
K06970.01,8115647,1.87,40.769854100,1.0810,158.8636300,2.99700,1.2100,14.908
K07270.01,10002049,1.42,19.253212800,1.0360,144.8407000,1.67400,0.9530,15.362
K07670.01,3848083,1.18,8.479526600,1.0470,138.1276000,6.05200,0.9310,15.994
K07870.01,8182107,2.10,92.552007000,1.0970,221.5872000,2.13500,1.2200,14.452
K07970.01,9873004,1.28,1.985146350,0.9460,132.0268200,1.62500,0.8450,15.988
K08270.01,7832787,2.09,338.006920000,0.9340,262.4000000,16.74500,0.8980,15.023
K00070.02,6850504,1.78,3.696121272,0.8760,134.5014000,2.46300,0.9250,12.498
K00270.02,6528464,1.86,33.672806580,0.9110,162.0367600,8.22670,1.4230,11.411
K00370.02,8494142,2.17,22.950622780,1.2400,151.5325900,4.48140,1.7630,11.931
K00870.02,6949607,1.65,8.985819010,0.5860,175.6841800,2.86060,0.5700,15.036
K01070.02,8240904,4.75,107.721409200,0.9470,354.1952200,8.04200,1.2940,15.590
K01270.02,8564587,1.71,11.609085330,0.8820,133.9932400,2.26030,0.7860,14.809
K01970.02,9650808,2.89,125.602323000,0.9370,215.4336000,7.10500,0.9580,15.378
K03370.02,11657614,1.23,5.942286030,0.7760,133.8040000,2.16900,0.8050,14.779
K03470.02,9995771,2.00,25.433786400,1.0240,143.1302000,6.51400,1.1580,15.386
K00172.01,8692861,2.23,13.722368200,0.8130,137.8408300,5.12310,0.9430,13.749
K00472.01,10123064,3.16,4.243748097,0.9300,173.5630740,3.36030,0.8430,15.000
K00572.01,8193178,2.87,10.640210080,1.0570,179.7777600,5.43810,1.2330,14.173
K00672.01,7115785,2.56,16.087862460,0.9040,172.8138400,3.09500,0.9140,13.998
K00872.01,7109675,8.46,33.601233710,0.8820,186.6803430,4.40560,0.9300,15.262
K00972.01,11013201,8.25,13.118962443,2.0180,261.5394340,4.30450,4.2400,9.275
K01072.01,8229696,1.95,10.128051580,0.8650,139.1159000,3.51700,0.8200,14.743
K01472.01,7761545,6.31,85.351487500,0.9660,161.0076080,6.75040,0.9380,15.061
K01572.01,10004519,2.99,9.803211430,1.0630,363.9868600,4.46170,0.9920,15.439
K01672.01,5269467,2.31,33.867778300,0.6830,137.5153200,3.72000,0.6910,15.810
K01872.01,9883311,11.26,30.523145900,0.8850,146.8507200,2.72860,0.7900,15.841
K01972.01,11253711,2.88,17.791086670,0.9200,149.2534400,2.66200,1.3400,13.800
K02072.01,12058147,1.23,1.543205410,0.9500,131.5554000,2.57790,1.2820,13.380
K02172.01,4173026,3.41,10.440873980,0.9360,137.9711300,3.74300,0.9810,15.104
K02372.01,12254909,1.29,5.349791000,1.1970,133.8836000,4.27900,1.1830,13.386
