-0.439,-45.22
0.4803,-66.2
-0.6458,-42.94
0.9241,-26.07
1.314,-24.95
-1.3840000000000001,-10.61
1.7830000000000001,-71.93
1.7890000000000001,-9.144
1.9480000000000002,-17.0
2.1719999999999997,-15.53
-4.071000000000001,-9.507
4.6339999999999995,-23.5
-4.788,-78.63
5.322,-55.55
-5.704,-50.73
5.9510000000000005,-28.67
-6.166,-32.45
6.521,-4.048
6.662000000000001,-79.38
7.5920000000000005,-79.92
8.071,-77.19
8.396,-53.97
-8.919,-67.42
9.843,-11.83
10.47,-40.6
10.55,-27.3
11.07,-52.75
-11.14,-29.35
11.15,-49.04
-11.21,-37.35
11.55,-44.67
11.91,-67.75
-12.01,-74.53
12.09,-51.66
12.26,-60.31
-12.32,-75.64
12.41,-10.21
12.64,-53.86
12.93,-13.89
-12.97,-58.3
-13.05,-74.71
-13.41,-27.05
13.49,-57.21
13.69,-81.59
13.82,-20.21
-14.21,-79.81
-14.31,-32.41
14.81,-14.49
-15.26,-48.53
-15.93,-75.9
16.19,-65.03
16.31,-53.08
16.85,-45.03
17.16,-73.21
17.72,-16.13
17.75,-61.05
-17.91,-77.06
18.18,-34.03
18.25,-30.44
18.53,-39.8
18.75,-25.16
18.79,-21.37
19.11,-14.93
19.16,-4.038
-19.72,-21.45
19.74,-4.823
19.8,-5.749
-19.99,-21.05
20.85,-29.24
21.17,-38.09
-21.47,-43.91
21.51,-46.16
21.65,-83.95
21.71,-22.47
21.73,-12.55
21.83,-29.08
21.95,-1.535
22.36,-51.26
22.45,-74.16
22.92,-4.2589999999999995
-22.97,-24.89
23.94,-57.97
23.95,-10.24
-24.05,-31.49
24.92,-69.3
-24.96,-34.16
25.17,-29.77
25.33,-17.78
25.61,-81.31
26.2,-68.7
26.39,-28.32
-26.93,-1.7730000000000001
-27.14,-51.17
27.19,-67.08
27.33,-36.15
27.37,-71.59
-27.43,-60.54
27.44,-1.258
27.94,-55.77
27.95,-53.5
-27.97,-0.4336
28.08,-13.34
28.13,-17.11
-28.14,-23.92
28.7,-57.31
28.7,-29.36
28.77,-12.98
29.56,-4.6819999999999995
30.2,-13.24
30.22,-80.99
-30.67,-66.87
31.35,-30.05
-31.46,-65.77
-31.49,-23.7
-31.5,-6.164
31.86,-54.47
31.89,-25.78
31.9,-88.99
32.47,-37.91
32.62,-43.06
33.08,-16.57
-33.21,-44.67
33.31,-31.03
-33.43,-0.2077
33.58,-55.93
33.93,-15.28
-34.09,-36.22
34.21,-80.04
-34.89,-39.28
36.28,-45.72
-36.46,-76.86
-36.57,-29.38
37.18,-65.76
-37.29,-45.73
-37.48,-75.54
38.04,-50.3
-38.15,-6.3660000000000005
-38.42,-66.88
-38.49,-46.6
-38.92,-66.66
39.02,-12.99
39.39,-49.32
39.8,-69.11
39.89,-22.92
40.35,-20.5
40.37,-43.35
40.64,-44.54
40.85,-45.01
41.12,-71.28
41.26,-1.671
41.93,-45.76
41.99,-39.89
42.08,-26.5
42.11,-29.19
42.2,-52.59
42.25,-36.14
-42.25,-28.51
42.28,-45.11
42.3,-53.66
-42.72,-45.78
43.31,-29.17
-43.82,-72.12
-43.83,-26.75
-43.98,-26.9
44.55,-54.48
45.17,-71.67
45.86,-11.06
-46.52,-10.2
46.66,-61.4
-46.76,-27.05
46.76,-26.17
-47.33,-6.537000000000001
-47.36,-49.99
47.9,-9.823
47.9,-56.39
48.16,-67.75
48.24,-58.51
-48.27,-76.16
48.29,-67.77
48.44,-68.31
49.09,-49.32
-49.93,-2.508
-50.29,-10.81
50.38,-35.41
50.55,-73.52
50.6,-12.96
50.91,-47.29
-51.24,-44.55
51.32,-42.55
51.33,-67.62
51.45,-13.16
-51.52,-9.226
52.17,-85.44
52.25,-32.1
52.28,-50.63
52.33,-45.37
-52.41,-27.67
52.43,-22.09
52.56,-24.95
53.33,-32.25
-53.34,-9.773
-53.4,-32.76
53.7,-39.5
-54.14,-39.85
54.45,-66.76
54.55,-77.44
54.79,-30.06
54.98,-42.39
55.11,-83.6
55.3,-68.18
55.34,-26.76
55.51,-57.99
55.57,-63.66
55.67,-69.98
55.67,-35.09
55.7,-57.65
56.04,-67.9
-56.13,-41.65
56.24,-69.65
-56.39,-51.03
56.52,-48.81
56.72,-48.68
56.84,-15.51
57.47,-42.6
57.55,-24.19
57.67,-57.66
58.37,-65.95
58.41,-64.51
58.68,-36.95
58.71,-58.29
58.92,-8.808
59.04,-63.71
59.13,-23.57
59.47,-72.78
59.5,-60.49
59.56,-28.65
-59.77,-10.83
59.99,-53.32
-60.09,-43.53
-60.23,-12.43
60.47,-2.97
60.55,-1.9469999999999998
-60.64,-72.37
60.73,-74.27
-61.17,-32.27
61.34,-71.93
61.36,-68.97
-61.42,-77.61
61.49,-80.12
61.5,-62.56
61.61,-79.73
61.74,-73.72
61.8,-68.62
-61.82,-40.32
61.87,-59.03
-61.88,-31.76
61.92,-70.67
62.02,-2.932
62.04,-56.68
62.2,-75.12
62.23,-75.93
62.59,-15.85
62.78,-24.95
62.89,-51.33
-62.97,-31.88
