2.27250519796e-06,1
8.82214982569e-07,1
1.37141426089e-06,1
3.98254098759e-06,2
1.33339405296e-06,2
1.70631543886e-05,2
2.03067675187e-06,2
1.72334658545e-05,5
1.74775996984e-05,5
1.1806652956e-05,5
5.77079985806e-06,5
1.76039031063e-06,5
4.90700784989e-06,6
4.10690992771e-06,7
6.71034314433e-06,7
3.13196732763e-06,7
3.86974253871e-06,8
6.60239185745e-06,8
3.10737279174e-06,8
1.71355821462e-06,10
1.31334177557e-06,10
2.95186969871e-06,12
8.20216543378e-06,13
2.54712091445e-06,13
2.49091340775e-06,15
1.48969235966e-06,15
3.30170665361e-06,16
1.95361503889e-05,16
2.83799051243e-06,17
8.53536511236e-06,18
3.1145323698e-06,18
2.99243812515e-06,18
8.57063055798e-06,18
1.9893870971e-06,19
2.25297332909e-06,19
3.89326064518e-06,20
2.07185327023e-05,21
1.89712986419e-05,21
2.36360833464e-06,21
8.57038192531e-06,22
2.39012083584e-06,25
1.91640452712e-05,25
1.31450584115e-06,25
9.84398419551e-07,26
1.19233683205e-06,26
2.35522030124e-06,26
3.49338313987e-06,27
1.09312736488e-06,28
1.71199300124e-05,30
1.15956265974e-05,30
1.92316998806e-05,30
1.18392657248e-05,31
2.4511127523e-05,31
3.05498275577e-06,31
2.22134077112e-06,31
2.83772480804e-06,31
1.23346379371e-05,32
4.85452184248e-06,38
8.36177563077e-06,39
1.0372131548e-06,39
3.99297881921e-06,39
1.64583246212e-06,40
1.36496544875e-06,40
1.78087629354e-06,41
8.61227489024e-06,41
6.42162511636e-06,41
1.0318294369e-05,41
3.13059233254e-06,41
6.27519068895e-06,42
1.75917691168e-06,42
5.25893132302e-06,42
6.00634509855e-06,42
1.18079918918e-05,42
1.18603746214e-06,48
2.27829525124e-06,49
2.42945668789e-05,51
9.08780730463e-06,51
1.21298546557e-05,51
3.55057582019e-06,51
3.81514104034e-06,53
4.48128143528e-06,55
1.8094490253e-06,58
2.78962717824e-06,58
1.82687821093e-06,60
2.35331347493e-06,60
2.57342234584e-06,60
2.3476656425e-06,61
1.6769816716e-05,61
3.13094920283e-06,61
2.67084377181e-06,62
3.39425217141e-06,62
6.73940379017e-06,64
1.3065734792e-05,64
9.1765338676e-06,65
1.93258433489e-05,67
3.21325267307e-06,67
5.21447661574e-06,69
2.51743746797e-06,71
1.88391953101e-06,72
3.90035074188e-06,72
2.00129354559e-05,74
1.22721252707e-06,75
2.82010914467e-06,75
2.7695583146e-06,75
5.89691810815e-06,75
2.56296105421e-05,75
3.09275135475e-06,75
2.00264583359e-05,78
9.53163796172e-07,78
2.14473080487e-05,78
5.35079774346e-06,80
1.32528763029e-06,83
4.36329347299e-06,86
3.97116879256e-06,86
1.8709068855e-05,87
8.60688160955e-06,87
6.53081135301e-06,87
4.47672841574e-06,87
3.07991334165e-06,87
6.01491631084e-06,87
6.20594102514e-06,87
8.28078550482e-06,87
7.23916491429e-06,89
1.64578205494e-06,92
3.61740338116e-06,92
1.82995029819e-06,92
3.98923988182e-06,92
1.60013729447e-06,93
3.075306326e-06,93
4.29547941256e-06,94
1.39655951086e-06,96
6.8900632291e-06,98
4.76975195073e-06,99
5.90841656038e-06,99
2.19525740075e-06,100
8.45149287601e-06,101
1.61479377908e-06,101
3.03315937554e-06,102
6.63411975578e-06,102
2.58253594521e-05,104
2.03514055366e-05,106
9.40728490442e-06,109
1.04633268145e-05,109
2.68589902247e-06,109
2.79724856191e-06,109
9.56489362281e-06,113
6.33014832438e-06,114
4.06431438446e-06,114
3.85689847028e-06,114
3.13339025452e-06,114
3.58397537954e-06,114
3.62273155712e-06,114
1.15055282836e-06,114
1.09267162408e-06,115
6.12536304167e-06,115
3.69391728244e-06,116
3.32152028346e-06,116
2.50403118012e-06,116
1.81131194871e-06,117
2.14382090902e-06,117
1.09965467203e-05,117
1.31702929846e-06,117
1.0352907267e-05,119
3.53874458977e-06,120
4.49377370474e-06,120
8.01223076318e-06,123
1.08310215364e-06,124
1.80369284796e-06,129
1.23635796472e-05,129
2.46536151079e-06,129
2.46520095783e-06,130
2.11706597683e-05,130
2.75934895301e-06,130
5.64183342164e-06,130
8.27167775916e-06,130
6.30951672564e-06,130
2.48792802889e-06,130
2.35343789643e-06,130
5.62007981989e-06,131
1.6522951649e-06,134
1.32252173052e-06,134
1.05464261099e-05,135
2.70076627138e-06,136
1.00953573686e-06,136
2.3883389428e-06,136
3.1554060839e-06,137
2.99729591713e-06,137
2.63456907202e-06,137
2.44448663603e-06,137
4.46854702983e-06,138
4.87086152007e-06,138
2.7561472772e-06,138
3.69232760973e-06,139
7.70293678978e-06,140
1.21206398442e-06,140
5.23471291866e-06,144
6.195436358e-06,144
1.13546307455e-06,145
6.51846461258e-06,147
1.1254057105e-05,149
4.26216668075e-06,149
1.67632769832e-06,149
5.90131291658e-06,150
2.49114072241e-05,150
5.7175440905e-06,151
1.63678384696e-05,152
1.6960662512e-05,152
6.37803097828e-06,154
1.77440104878e-06,155
9.80970982636e-07,156
8.78906447627e-06,156
2.35588815392e-06,157
4.34401201846e-06,158
